| Date                      |    Open |   Close |      Volume |   EMA_5 |   KNN_MA |   KnnEmaX |   WeeklyEMA |   WeeklyKNN |   WeeklyKnnEmaX |   TrendConfirmation | TradeOpen   |   WeeklyClose |
| 2021-01-07 00:00:00-05:00 | 43.8425 | 45.795  | 6.18476e+07 | 44.5119 |  44.2935 |         1 |     46.6231 |     44.5562 |               1 |                   1 | False       |       47.57   |
| 2021-01-08 00:00:00-05:00 | 46.8275 | 47.57   | 7.64076e+07 | 45.5313 |  44.9488 |         1 |     46.6231 |     44.5562 |               1 |                   1 | False       |       47.57   |
| 2021-01-11 00:00:00-05:00 | 46.2025 | 45.4675 | 7.01628e+07 | 45.51   |  45.0525 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-12 00:00:00-05:00 | 45.53   | 45.27   | 7.30156e+07 | 45.43   |  45.096  |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-13 00:00:00-05:00 | 45.3925 | 46.15   | 5.43752e+07 | 45.67   |  45.3068 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-14 00:00:00-05:00 | 46.375  | 45.4475 | 5.9118e+07  | 45.5958 |  45.335  |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-15 00:00:00-05:00 | 45.3525 | 44.3425 | 7.0846e+07  | 45.1781 |  45.1365 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-19 00:00:00-05:00 | 45.3625 | 46.265  | 6.04836e+07 | 45.5404 |  45.3622 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-20 00:00:00-05:00 | 47.9275 | 49.49   | 6.0868e+07  | 46.8569 |  46.1877 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-21 00:00:00-05:00 | 50.125  | 50.72   | 4.60842e+07 | 48.1446 |  47.0942 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-22 00:00:00-05:00 | 50.205  | 50.26   | 4.09394e+07 | 48.8497 |  47.7274 |         1 |     45.1027 |     46.51   |               0 |                   1 | False       |       44.3425 |
| 2021-01-25 00:00:00-05:00 | 51.88   | 51.655  | 7.65852e+07 | 49.7848 |  48.5129 |         1 |     46.337  |     47.3012 |               0 |                   1 | False       |       45.235  |
| 2021-01-26 00:00:00-05:00 | 51.86   | 51.71   | 4.54844e+07 | 50.4266 |  49.1523 |         1 |     46.337  |     47.3012 |               0 |                   1 | False       |       45.235  |
| 2021-01-27 00:00:00-05:00 | 50.63   | 47.54   | 9.44504e+07 | 49.4644 |  48.8298 |         1 |     46.337  |     47.3012 |               0 |                   1 | False       |       45.235  |
| 2021-01-28 00:00:00-05:00 | 47.945  | 48.24   | 4.50108e+07 | 49.0562 |  48.7119 |         1 |     46.337  |     47.3012 |               0 |                   1 | False       |       45.235  |
| 2021-01-29 00:00:00-05:00 | 47.45   | 45.235  | 9.21392e+07 | 47.7825 |  48.0165 |         0 |     46.337  |     47.3012 |               0 |                   0 | False       |       45.235  |
| 2021-02-01 00:00:00-05:00 | 46.775  | 48.56   | 5.28298e+07 | 48.0417 |  48.1252 |         0 |     50.5457 |     47.7475 |               1 |                   0 | False       |       52.65   |
| 2021-02-02 00:00:00-05:00 | 49.945  | 50.91   | 4.63732e+07 | 48.9978 |  48.6822 |         1 |     50.5457 |     47.7475 |               1 |                   0 | False       |       52.65   |
| 2021-02-03 00:00:00-05:00 | 51.965  | 50.325  | 4.7586e+07  | 49.4402 |  49.0107 |         1 |     50.5457 |     47.7475 |               1 |                   1 | False       |       52.65   |
| 2021-02-04 00:00:00-05:00 | 51.02   | 52.105  | 3.64044e+07 | 50.3285 |  49.6296 |         1 |     50.5457 |     47.7475 |               1 |                   1 | False       |       52.65   |
| 2021-02-05 00:00:00-05:00 | 52.6    | 52.65   | 4.33076e+07 | 51.1023 |  50.2337 |         1 |     50.5457 |     47.7475 |               1 |                   1 | False       |       52.65   |
| 2021-02-08 00:00:00-05:00 | 53.48   | 53.68   | 3.84974e+07 | 51.9615 |  50.9229 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-09 00:00:00-05:00 | 53.24   | 53.655  | 3.28844e+07 | 52.526  |  51.4693 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-10 00:00:00-05:00 | 54.39   | 53.275  | 6.1774e+07  | 52.7757 |  51.8305 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-11 00:00:00-05:00 | 54.08   | 54.135  | 4.943e+07   | 53.2288 |  52.2914 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-12 00:00:00-05:00 | 53.79   | 55.055  | 3.87358e+07 | 53.8375 |  52.8441 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-16 00:00:00-05:00 | 55.48   | 54.595  | 4.43318e+07 | 54.09   |  53.1943 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-17 00:00:00-05:00 | 53.115  | 53.835  | 5.29934e+07 | 54.005  |  53.3224 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-18 00:00:00-05:00 | 52.03   | 53.11   | 5.5101e+07  | 53.7067 |  53.2799 |         1 |     53.5519 |     48.9425 |               1 |                   1 | False       |       55.055  |
| 2021-02-19 00:00:00-05:00 | 53.82   | 52.41   | 4.66886e+07 | 53.2744 |  53.106  |         1 |     53.5519 |     48.9425 |               1 |                   0 | False       |       55.055  |
| 2021-02-22 00:00:00-05:00 | 50.27   | 48.35   | 6.63674e+07 | 51.633  |  52.1548 |         0 |     47.3369 |     53.7325 |               0 |                   0 | False       |       44.61   |
| 2021-02-23 00:00:00-05:00 | 45.89   | 47.92   | 9.96374e+07 | 50.3953 |  51.3078 |         0 |     47.3369 |     53.7325 |               0 |                   0 | False       |       44.61   |
| 2021-02-24 00:00:00-05:00 | 46.62   | 49.075  | 6.1521e+07  | 49.9552 |  50.8612 |         0 |     47.3369 |     53.7325 |               0 |                   0 | False       |       44.61   |
| 2021-02-25 00:00:00-05:00 | 47.81   | 43.95   | 1.18896e+08 | 47.9535 |  49.479  |         0 |     47.3369 |     53.7325 |               0 |                   0 | False       |       44.61   |
| 2021-02-26 00:00:00-05:00 | 45.195  | 44.61   | 1.04659e+08 | 46.839  |  48.5052 |         0 |     47.3369 |     53.7325 |               0 |                   0 | False       |       44.61   |
| 2021-03-01 00:00:00-05:00 | 46.68   | 48.5    | 6.68536e+07 | 47.3927 |  48.5042 |         0 |     43.699  |     48.51   |               0 |                   0 | False       |       41.88   |
| 2021-03-02 00:00:00-05:00 | 48.77   | 46.175  | 7.58466e+07 | 46.9868 |  48.0383 |         0 |     43.699  |     48.51   |               0 |                   0 | False       |       41.88   |
| 2021-03-03 00:00:00-05:00 | 45.685  | 42.17   | 1.15771e+08 | 45.3812 |  46.8647 |         0 |     43.699  |     48.51   |               0 |                   0 | False       |       41.88   |
| 2021-03-04 00:00:00-05:00 | 41.985  | 40.085  | 2.16019e+08 | 43.6158 |  45.5087 |         0 |     43.699  |     48.51   |               0 |                   0 | False       |       41.88   |
| 2021-03-05 00:00:00-05:00 | 41.145  | 41.88   | 1.68328e+08 | 43.0372 |  44.783  |         0 |     43.699  |     48.51   |               0 |                   0 | False       |       41.88   |
| 2021-03-08 00:00:00-05:00 | 41.64   | 38.3    | 1.17866e+08 | 41.4581 |  43.4864 |         0 |     44.073  |     43.245  |               1 |                   0 | False       |       44.26   |
| 2021-03-09 00:00:00-05:00 | 41.235  | 42.81   | 8.67146e+07 | 41.9088 |  43.3511 |         0 |     44.073  |     43.245  |               1 |                   0 | False       |       44.26   |
| 2021-03-10 00:00:00-05:00 | 44.63   | 42.445  | 1.01686e+08 | 42.0875 |  43.1699 |         0 |     44.073  |     43.245  |               1 |                   0 | False       |       44.26   |
| 2021-03-11 00:00:00-05:00 | 44.51   | 45.39   | 7.94678e+07 | 43.1883 |  43.6139 |         0 |     44.073  |     43.245  |               1 |                   1 | False       |       44.26   |
| 2021-03-12 00:00:00-05:00 | 43.585  | 44.26   | 8.3295e+07  | 43.5456 |  43.7431 |         0 |     44.073  |     43.245  |               1 |                   1 | False       |       44.26   |
| 2021-03-15 00:00:00-04:00 | 44.405  | 45.675  | 6.33508e+07 | 44.2554 |  44.1295 |         1 |     43.5177 |     43.07   |               1 |                   1 | False       |       43.24   |
| 2021-03-16 00:00:00-04:00 | 46.67   | 46.425  | 8.43852e+07 | 44.9786 |  44.5886 |         1 |     43.5177 |     43.07   |               1 |                   1 | False       |       43.24   |
| 2021-03-17 00:00:00-04:00 | 45.06   | 47.01   | 9.81854e+07 | 45.6557 |  45.0729 |         1 |     43.5177 |     43.07   |               1 |                   1 | False       |       43.24   |
| 2021-03-18 00:00:00-04:00 | 44.805  | 42.695  | 1.14127e+08 | 44.6688 |  44.5973 |         1 |     43.5177 |     43.07   |               1 |                   1 | False       |       43.24   |
| 2021-03-19 00:00:00-04:00 | 42.625  | 43.24   | 9.66432e+07 | 44.1925 |  44.3258 |         0 |     43.5177 |     43.07   |               1 |                   1 | False       |       43.24   |
| 2021-03-22 00:00:00-04:00 | 44.145  | 45.545  | 7.05506e+07 | 44.6434 |  44.5697 |         1 |     44.0559 |     43.75   |               1 |                   1 | False       |       44.325  |
| 2021-03-23 00:00:00-04:00 | 46.025  | 44.95   | 9.38904e+07 | 44.7456 |  44.6457 |         1 |     44.0559 |     43.75   |               1 |                   1 | False       |       44.325  |
| 2021-03-24 00:00:00-04:00 | 45.545  | 42.68   | 9.52418e+07 | 44.057  |  44.2526 |         0 |     44.0559 |     43.75   |               1 |                   0 | False       |       44.325  |
| 2021-03-25 00:00:00-04:00 | 41.91   | 42.45   | 1.19937e+08 | 43.5214 |  43.8921 |         0 |     44.0559 |     43.75   |               1 |                   0 | False       |       44.325  |
| 2021-03-26 00:00:00-04:00 | 42.36   | 44.325  | 1.0753e+08  | 43.7892 |  43.9787 |         0 |     44.0559 |     43.75   |               1 |                   0 | False       |       44.325  |
| 2021-03-29 00:00:00-04:00 | 44.12   | 44.3    | 9.52946e+07 | 43.9595 |  44.0429 |         0 |     46.652  |     43.7825 |               1 |                   0 | False       |       47.95   |
| 2021-03-30 00:00:00-04:00 | 43.475  | 43.67   | 7.41748e+07 | 43.863  |  43.9683 |         0 |     46.652  |     43.7825 |               1 |                   0 | False       |       47.95   |
| 2021-03-31 00:00:00-04:00 | 44.395  | 45.63   | 8.09844e+07 | 44.452  |  44.3007 |         1 |     46.652  |     43.7825 |               1 |                   1 | False       |       47.95   |
| 2021-04-01 00:00:00-04:00 | 47.32   | 47.95   | 7.25436e+07 | 45.618  |  45.0305 |         1 |     46.652  |     43.7825 |               1 |                   1 | False       |       47.95   |
| 2021-04-05 00:00:00-04:00 | 49.105  | 50.83   | 6.52698e+07 | 47.3553 |  46.1904 |         1 |     51.3073 |     46.1375 |               1 |                   1 | False       |       53.635  |
| 2021-04-06 00:00:00-04:00 | 50.68   | 50.71   | 6.03034e+07 | 48.4736 |  47.0943 |         1 |     51.3073 |     46.1375 |               1 |                   1 | False       |       53.635  |
| 2021-04-07 00:00:00-04:00 | 50.515  | 51.085  | 4.94936e+07 | 49.344  |  47.8925 |         1 |     51.3073 |     46.1375 |               1 |                   1 | False       |       53.635  |
| 2021-04-08 00:00:00-04:00 | 52.46   | 52.68   | 5.68096e+07 | 50.456  |  48.85   |         1 |     51.3073 |     46.1375 |               1 |                   1 | False       |       53.635  |
| 2021-04-09 00:00:00-04:00 | 52.01   | 53.635  | 6.47192e+07 | 51.5157 |  49.807  |         1 |     51.3073 |     46.1375 |               1 |                   1 | False       |       53.635  |
| 2021-04-12 00:00:00-04:00 | 53.15   | 53.425  | 5.4816e+07  | 52.1521 |  50.5306 |         1 |     54.3724 |     50.7925 |               1 |                   1 | False       |       55.905  |
| 2021-04-13 00:00:00-04:00 | 54.19   | 55.255  | 5.7511e+07  | 53.1864 |  51.4755 |         1 |     54.3724 |     50.7925 |               1 |                   1 | False       |       55.905  |
| 2021-04-14 00:00:00-04:00 | 55.395  | 53.315  | 8.06138e+07 | 53.2293 |  51.8434 |         1 |     54.3724 |     50.7925 |               1 |                   1 | False       |       55.905  |
| 2021-04-15 00:00:00-04:00 | 54.685  | 55.67   | 6.0399e+07  | 54.0429 |  52.6087 |         1 |     54.3724 |     50.7925 |               1 |                   1 | False       |       55.905  |
| 2021-04-16 00:00:00-04:00 | 55.955  | 55.905  | 5.8744e+07  | 54.6636 |  53.268  |         1 |     54.3724 |     50.7925 |               1 |                   1 | False       |       55.905  |
| 2021-04-19 00:00:00-04:00 | 55.075  | 54.38   | 7.9584e+07  | 54.569  |  53.4904 |         1 |     54.4775 |     54.77   |               0 |                   1 | False       |       54.53   |
| 2021-04-20 00:00:00-04:00 | 54.025  | 53.19   | 7.91418e+07 | 54.1094 |  53.4303 |         1 |     54.4775 |     54.77   |               0 |                   1 | False       |       54.53   |
| 2021-04-21 00:00:00-04:00 | 52.5    | 54.535  | 5.55286e+07 | 54.2512 |  53.6512 |         1 |     54.4775 |     54.77   |               0 |                   1 | False       |       54.53   |
| 2021-04-22 00:00:00-04:00 | 54.335  | 52.55   | 8.74242e+07 | 53.6842 |  53.431  |         1 |     54.4775 |     54.77   |               0 |                   0 | False       |       54.53   |
| 2021-04-23 00:00:00-04:00 | 52.86   | 54.53   | 5.3843e+07  | 53.9661 |  53.6508 |         1 |     54.4775 |     54.77   |               0 |                   0 | False       |       54.53   |
| 2021-04-26 00:00:00-04:00 | 54.655  | 55.61   | 4.99884e+07 | 54.5141 |  54.0426 |         1 |     54.0458 |     55.2175 |               0 |                   1 | False       |       53.83   |
| 2021-04-27 00:00:00-04:00 | 55.735  | 54.88   | 5.96564e+07 | 54.636  |  54.2101 |         1 |     54.0458 |     55.2175 |               0 |                   1 | False       |       53.83   |
| 2021-04-28 00:00:00-04:00 | 54.695  | 54.315  | 5.9475e+07  | 54.529  |  54.2311 |         1 |     54.0458 |     55.2175 |               0 |                   0 | False       |       53.83   |
| 2021-04-29 00:00:00-04:00 | 55.93   | 54.86   | 7.40622e+07 | 54.6394 |  54.3569 |         1 |     54.0458 |     55.2175 |               0 |                   1 | False       |       53.83   |
| 2021-04-30 00:00:00-04:00 | 53.645  | 53.83   | 5.92202e+07 | 54.3696 |  54.2515 |         1 |     54.0458 |     55.2175 |               0 |                   1 | False       |       53.83   |
| 2021-05-03 00:00:00-04:00 | 54.38   | 52.95   | 6.7111e+07  | 53.8964 |  53.9912 |         0 |     52.6153 |     54.18   |               0 |                   0 | False       |       51.9    |
| 2021-05-04 00:00:00-04:00 | 51.725  | 50.16   | 1.05617e+08 | 52.6509 |  53.225  |         0 |     52.6153 |     54.18   |               0 |                   0 | False       |       51.9    |
| 2021-05-05 00:00:00-04:00 | 51.02   | 49.575  | 6.82146e+07 | 51.6256 |  52.495  |         0 |     52.6153 |     54.18   |               0 |                   0 | False       |       51.9    |
| 2021-05-06 00:00:00-04:00 | 49.435  | 50.66   | 8.48316e+07 | 51.3037 |  52.128  |         0 |     52.6153 |     54.18   |               0 |                   0 | False       |       51.9    |
| 2021-05-07 00:00:00-04:00 | 51.985  | 51.9    | 7.93534e+07 | 51.5025 |  52.0824 |         0 |     52.6153 |     54.18   |               0 |                   0 | False       |       51.9    |
| 2021-05-10 00:00:00-04:00 | 51.245  | 48      | 9.21074e+07 | 50.335  |  51.2659 |         0 |     49.5284 |     52.865  |               0 |                   0 | False       |       47.985  |
| 2021-05-11 00:00:00-04:00 | 45.295  | 47.76   | 1.14403e+08 | 49.4767 |  50.5647 |         0 |     49.5284 |     52.865  |               0 |                   0 | False       |       47.985  |
| 2021-05-12 00:00:00-04:00 | 45.51   | 44.125  | 1.18079e+08 | 47.6928 |  49.2768 |         0 |     49.5284 |     52.865  |               0 |                   0 | False       |       47.985  |
| 2021-05-13 00:00:00-04:00 | 45.3    | 45.055  | 1.04301e+08 | 46.8135 |  48.4324 |         0 |     49.5284 |     52.865  |               0 |                   0 | False       |       47.985  |
| 2021-05-14 00:00:00-04:00 | 46.44   | 47.985  | 7.21316e+07 | 47.204  |  48.3429 |         0 |     49.5284 |     52.865  |               0 |                   0 | False       |       47.985  |
| 2021-05-17 00:00:00-04:00 | 47.255  | 47.175  | 6.92712e+07 | 47.1943 |  48.1093 |         0 |     48.6595 |     49.9425 |               0 |                   0 | False       |       48.225  |
| 2021-05-18 00:00:00-04:00 | 47.605  | 46.185  | 6.5842e+07  | 46.8579 |  47.7245 |         0 |     48.6595 |     49.9425 |               0 |                   0 | False       |       48.225  |
| 2021-05-19 00:00:00-04:00 | 43.825  | 46.355  | 9.59448e+07 | 46.6903 |  47.4506 |         0 |     48.6595 |     49.9425 |               0 |                   0 | False       |       48.225  |
| 2021-05-20 00:00:00-04:00 | 47.035  | 49.035  | 6.96132e+07 | 47.4718 |  47.7675 |         0 |     48.6595 |     49.9425 |               0 |                   1 | False       |       48.225  |
| 2021-05-21 00:00:00-04:00 | 49.77   | 48.225  | 6.40666e+07 | 47.7229 |  47.859  |         0 |     48.6595 |     49.9425 |               0 |                   1 | False       |       48.225  |
| 2021-05-24 00:00:00-04:00 | 49.275  | 50.64   | 4.60908e+07 | 48.6953 |  48.4152 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-05-25 00:00:00-04:00 | 51.375  | 50.885  | 5.33644e+07 | 49.4252 |  48.9091 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-05-26 00:00:00-04:00 | 51.18   | 51.4    | 3.90174e+07 | 50.0835 |  49.4073 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-05-27 00:00:00-04:00 | 51.185  | 50.8    | 4.16084e+07 | 50.3223 |  49.6859 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-05-28 00:00:00-04:00 | 51.39   | 51.295  | 4.09286e+07 | 50.6465 |  50.0077 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-06-01 00:00:00-04:00 | 51.925  | 50.795  | 5.19318e+07 | 50.696  |  50.1651 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-06-02 00:00:00-04:00 | 50.975  | 51.06   | 4.15894e+07 | 50.8173 |  50.3441 |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-06-03 00:00:00-04:00 | 49.745  | 49.455  | 6.0516e+07  | 50.3632 |  50.1663 |         1 |     50.4165 |     48.105  |               1 |                   0 | False       |       51.295  |
| 2021-06-04 00:00:00-04:00 | 50.315  | 51.99   | 4.55876e+07 | 50.9055 |  50.531  |         1 |     50.4165 |     48.105  |               1 |                   1 | False       |       51.295  |
| 2021-06-07 00:00:00-04:00 | 51.715  | 52.45   | 3.10966e+07 | 51.4203 |  50.9148 |         1 |     53.5618 |     51.6425 |               1 |                   1 | False       |       54.61   |
| 2021-06-08 00:00:00-04:00 | 53.29   | 52.51   | 4.64722e+07 | 51.7836 |  51.2339 |         1 |     53.5618 |     51.6425 |               1 |                   1 | False       |       54.61   |
| 2021-06-09 00:00:00-04:00 | 53.18   | 52.57   | 3.89018e+07 | 52.0457 |  51.5011 |         1 |     53.5618 |     51.6425 |               1 |                   1 | False       |       54.61   |
| 2021-06-10 00:00:00-04:00 | 52.715  | 54.18   | 5.86034e+07 | 52.7571 |  52.0369 |         1 |     53.5618 |     51.6425 |               1 |                   1 | False       |       54.61   |
