| Date                      |     Open |    Close |      Volume |    EMA_5 |   KNN_MA |   KnnEmaX |   WeeklyEMA |   WeeklyKNN |   WeeklyKnnEmaX |   TrendConfirmation | TradeOpen   |
|---------------------------+----------+----------+-------------+----------+----------+-----------+-------------+-------------+-----------------+---------------------+-------------|
| 2019-11-07 00:00:00-05:00 | 15.2567  | 14.8442  | 1.24275e+07 |  0       |  0       |         0 |    21.1351  |    18.77    |               1 |                   0 | False       |
| 2019-11-08 00:00:00-05:00 | 14.6626  | 15.0809  | 7.299e+06   |  0       |  0       |         0 |    21.1351  |    18.77    |               1 |                   0 | False       |
| 2019-11-11 00:00:00-05:00 | 14.6822  | 14.8357  | 6.657e+06   |  0       |  0       |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-12 00:00:00-05:00 | 15.056   | 14.9668  | 1.38495e+07 |  0       |  0       |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-13 00:00:00-05:00 | 14.6455  | 14.9583  | 1.20615e+07 |  0       |  0       |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-14 00:00:00-05:00 | 14.8095  | 14.835   | 1.1265e+07  |  0       | 14.9372  |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-15 00:00:00-05:00 | 15.3642  | 15.2206  | 1.4211e+07  |  0       | 14.9354  |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-18 00:00:00-05:00 | 15.2311  | 15.1282  | 8.13e+06    |  0       | 14.9633  |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-19 00:00:00-05:00 | 15.3124  | 14.8941  | 1.2429e+07  | 14.9738  | 15.0218  |         1 |     0       |     0       |               0 |                   1 | False       |
| 2019-11-20 00:00:00-05:00 | 14.6521  | 14.3819  | 1.7808e+07  | 14.8554  | 15.0072  |         0 |     0       |     0       |               0 |                   1 | False       |
| 2019-11-21 00:00:00-05:00 | 14.1714  | 13.8907  | 1.54395e+07 | 14.6625  | 14.892   |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-22 00:00:00-05:00 | 14.1097  | 13.8835  | 1.00845e+07 | 14.5067  | 14.7031  |         0 |     0       |     0       |               0 |                   0 | False       |
| 2019-11-25 00:00:00-05:00 | 14.296   | 14.8934  | 1.4046e+07  | 14.584   | 14.4357  |         1 |     0       |     0       |               0 |                   1 | False       |
| 2019-11-26 00:00:00-05:00 | 14.8173  | 14.6921  | 1.0887e+07  | 14.6056  | 14.3887  |         1 |     0       |     0       |               0 |                   1 | False       |
| 2019-11-27 00:00:00-05:00 | 14.9196  | 15.0068  | 7.248e+06   | 14.6859  | 14.3483  |         1 |     0       |     0       |               0 |                   1 | False       |
| 2019-11-29 00:00:00-05:00 | 14.7904  | 14.5216  | 4.3995e+06  | 14.653   | 14.4733  |         1 |     0       |     0       |               0 |                   1 | False       |
| 2019-12-02 00:00:00-05:00 | 14.5334  | 13.8828  | 1.31895e+07 | 14.499   | 14.5995  |         1 |    14.6792  |     0       |               1 |                   1 | True        |
| 2019-12-03 00:00:00-05:00 | 12.9385  | 13.248   | 1.4646e+07  | 14.2488  | 14.5993  |         0 |    14.6792  |     0       |               1 |                   0 | False       |
| 2019-12-04 00:00:00-05:00 | 13.8363  | 13.8704  | 8.7855e+06  | 14.1731  | 14.2703  |         1 |    14.6792  |     0       |               1 |                   1 | True        |
| 2019-12-05 00:00:00-05:00 | 14.0829  | 14.0369  | 7.833e+06   | 14.1459  | 14.1059  |         1 |    14.6792  |     0       |               1 |                   1 | True        |
| 2019-12-06 00:00:00-05:00 | 14.5157  | 14.6895  | 9.7695e+06  | 14.2546  | 13.912   |         1 |    14.6792  |     0       |               1 |                   1 | True        |
| 2019-12-09 00:00:00-05:00 | 14.6895  | 14.4416  | 4.908e+06   | 14.292   | 13.9455  |         1 |    15.3012  |    14.6792  |               1 |                   1 | True        |
